css_var,mode,layer,source_file,derivation,depends_on,alpha_only
--bs-secondary-bg-rgb,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,to-rgb($body-secondary-bg),body-secondary-bg,False
--bs-tertiary-color,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: body-tertiary-color,body-tertiary-color,False
--bs-tertiary-color-rgb,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,to-rgb($body-tertiary-color),body-tertiary-color,False
--bs-tertiary-bg,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: body-tertiary-bg,body-tertiary-bg,False
--bs-tertiary-bg-rgb,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,to-rgb($body-tertiary-bg),body-tertiary-bg,False
--bs-heading-color,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: headings-color,headings-color,False
--bs-link-color,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: link-color,link-color,False
--bs-link-color-rgb,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,to-rgb($link-color),link-color,False
--bs-link-decoration,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: link-decoration,link-decoration,False
--bs-link-hover-color,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: link-hover-color,link-hover-color,False
--bs-link-hover-color-rgb,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,to-rgb($link-hover-color),link-hover-color,False
--bs-link-hover-decoration,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: link-hover-decoration,link-hover-decoration,False
--bs-code-color,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: code-color,code-color,False
--bs-highlight-color,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: mark-color,mark-color,False
--bs-highlight-bg,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: mark-bg,mark-bg,False
--bs-border-color,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: border-color,border-color,False
--bs-border-color-translucent,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: border-color-translucent,border-color-translucent,False
--bs-box-shadow,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: box-shadow,box-shadow,False
--bs-box-shadow-sm,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: box-shadow-sm,box-shadow-sm,False
--bs-box-shadow-lg,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: box-shadow-lg,box-shadow-lg,False
--bs-box-shadow-inset,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: box-shadow-inset,box-shadow-inset,False
--bs-focus-ring-color,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: focus-ring-color,focus-ring-color,False
--bs-form-valid-color,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: form-valid-color,form-valid-color,False
--bs-form-valid-border-color,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: form-valid-border-color,form-valid-border-color,False
--bs-form-invalid-color,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: form-invalid-color,form-invalid-color,False
--bs-form-invalid-border-color,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: form-invalid-border-color,form-invalid-border-color,False
--bs-body-color,dark,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: body-color-dark,body-color-dark,False
--bs-body-color-rgb,dark,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,to-rgb($body-color-dark),body-color-dark,False
--bs-body-bg,dark,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: body-bg-dark,body-bg-dark,False
--bs-body-bg-rgb,dark,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,to-rgb($body-bg-dark),body-bg-dark,False
--bs-emphasis-color,dark,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: body-emphasis-color-dark,body-emphasis-color-dark,False
--bs-emphasis-color-rgb,dark,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,to-rgb($body-emphasis-color-dark),body-emphasis-color-dark,False
--bs-secondary-color,dark,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: body-secondary-color-dark,body-secondary-color-dark,False
--bs-secondary-color-rgb,dark,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,to-rgb($body-secondary-color-dark),body-secondary-color-dark,False
--bs-secondary-bg,dark,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: body-secondary-bg-dark,body-secondary-bg-dark,False
--bs-secondary-bg-rgb,dark,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,to-rgb($body-secondary-bg-dark),body-secondary-bg-dark,False
--bs-tertiary-color,dark,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: body-tertiary-color-dark,body-tertiary-color-dark,False
--bs-tertiary-color-rgb,dark,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,to-rgb($body-tertiary-color-dark),body-tertiary-color-dark,False
